	CH1 Voltage	CH1 Current	CH1 Time	CH2 Voltage	CH2 Current	CH2 Time
1,1,256	0.00000E+000	248.90000E-012	43.01285E+000	10.71000E+000	-5.57000E-006	43.01285E+000
1,1,257	0.00000E+000	259.10000E-012	43.18110E+000	10.75200E+000	2.55800E-006	43.18110E+000
1,1,258	0.00000E+000	255.10000E-012	43.34939E+000	10.79400E+000	9.73200E-006	43.34939E+000
1,1,259	0.00000E+000	250.40000E-012	43.51766E+000	10.83600E+000	13.89800E-006	43.51766E+000
1,1,260	0.00000E+000	261.40000E-012	43.68591E+000	10.87800E+000	13.61200E-006	43.68591E+000
1,1,261	0.00000E+000	249.90000E-012	43.85422E+000	10.92000E+000	8.05100E-006	43.85422E+000
1,1,262	0.00000E+000	255.00000E-012	44.02259E+000	10.96200E+000	-154.00000E-009	44.02259E+000
1,1,263	0.00000E+000	246.00000E-012	44.19084E+000	11.00400E+000	-8.59200E-006	44.19084E+000
1,1,264	0.00000E+000	245.70000E-012	44.35910E+000	11.04600E+000	-13.24700E-006	44.35910E+000
1,1,265	0.00000E+000	246.60000E-012	44.52737E+000	11.08800E+000	-14.25500E-006	44.52737E+000
1,1,266	0.00000E+000	258.60000E-012	44.69564E+000	11.13000E+000	-10.37800E-006	44.69564E+000
1,1,267	0.00000E+000	250.20000E-012	44.86392E+000	11.17200E+000	-2.75300E-006	44.86392E+000
1,1,268	0.00000E+000	256.60000E-012	45.03295E+000	11.21400E+000	9.23700E-006	45.03295E+000
1,1,269	0.00000E+000	251.10000E-012	45.20121E+000	11.25600E+000	13.64900E-006	45.20121E+000
1,1,270	0.00000E+000	239.20000E-012	45.36948E+000	11.29800E+000	13.77900E-006	45.36948E+000
1,1,271	0.00000E+000	228.70000E-012	45.53773E+000	11.34000E+000	9.18000E-006	45.53773E+000
1,1,272	-200.00000E-009	247.50000E-012	45.70620E+000	11.38200E+000	630.00000E-009	45.70620E+000
1,1,273	0.00000E+000	234.90000E-012	45.87447E+000	11.42400E+000	-8.05200E-006	45.87447E+000
1,1,274	0.00000E+000	221.80000E-012	46.04273E+000	11.46600E+000	-12.72500E-006	46.04273E+000
1,1,275	0.00000E+000	219.60000E-012	46.21099E+000	11.50800E+000	-14.34100E-006	46.21099E+000
1,1,276	0.00000E+000	215.50000E-012	46.37929E+000	11.55000E+000	-11.36400E-006	46.37929E+000
1,1,277	0.00000E+000	222.80000E-012	46.54755E+000	11.59200E+000	-3.38100E-006	46.54755E+000
1,1,278	0.00000E+000	217.40000E-012	46.71580E+000	11.63400E+000	5.13400E-006	46.71580E+000
1,1,279	1.00000E-006	195.60000E-012	46.88445E+000	11.67600E+000	11.84100E-006	46.88445E+000
1,1,280	-500.00000E-009	984.30000E-012	47.05269E+000	11.71800E+000	14.30400E-006	47.05269E+000
1,1,281	100.00000E-009	273.60000E-012	47.22096E+000	11.76000E+000	12.29500E-006	47.22096E+000
1,1,282	0.00000E+000	214.30000E-012	47.38946E+000	11.80200E+000	3.36900E-006	47.38946E+000
1,1,283	0.00000E+000	208.70000E-012	47.55839E+000	11.84400E+000	-8.73600E-006	47.55839E+000
1,1,284	0.00000E+000	204.70000E-012	47.72663E+000	11.88600E+000	-13.23400E-006	47.72663E+000
1,1,285	0.00000E+000	217.60000E-012	47.89494E+000	11.92800E+000	-14.32000E-006	47.89494E+000
1,1,286	0.00000E+000	215.00000E-012	48.06320E+000	11.97000E+000	-10.38200E-006	48.06320E+000
1,1,287	-100.00000E-009	212.70000E-012	48.23143E+000	12.01200E+000	-3.03300E-006	48.23143E+000
1,1,288	100.00000E-009	212.30000E-012	48.39970E+000	12.05400E+000	5.86200E-006	48.39970E+000
1,1,289	0.00000E+000	203.20000E-012	48.56796E+000	12.09590E+000	10.80300E-006	48.56796E+000
1,1,290	100.00000E-009	198.10000E-012	48.73623E+000	12.13800E+000	14.81600E-006	48.73623E+000
1,1,291	300.00000E-009	202.90000E-012	48.90451E+000	12.18000E+000	12.43100E-006	48.90451E+000
1,1,292	0.00000E+000	200.00000E-012	49.07284E+000	12.22200E+000	5.37400E-006	49.07284E+000
1,1,293	0.00000E+000	205.50000E-012	49.24110E+000	12.26400E+000	-2.76800E-006	49.24110E+000
1,1,294	0.00000E+000	200.50000E-012	49.40939E+000	12.30600E+000	-9.89500E-006	49.40939E+000
1,1,295	0.00000E+000	210.50000E-012	49.57766E+000	12.34800E+000	-13.93800E-006	49.57766E+000
1,1,296	0.00000E+000	200.60000E-012	49.74593E+000	12.39000E+000	-13.71100E-006	49.74593E+000
1,1,297	0.00000E+000	202.10000E-012	49.91422E+000	12.43200E+000	-7.93700E-006	49.91422E+000
1,1,298	0.00000E+000	202.60000E-012	50.08262E+000	12.47390E+000	532.00000E-009	50.08262E+000
1,1,299	0.00000E+000	203.80000E-012	50.25089E+000	12.51600E+000	9.01700E-006	50.25089E+000
1,1,300	0.00000E+000	203.90000E-012	50.41918E+000	12.55800E+000	13.38700E-006	50.41918E+000
1,1,301	0.00000E+000	204.70000E-012	50.58744E+000	12.60000E+000	14.19000E-006	50.58744E+000
1,1,302	0.00000E+000	205.40000E-012	50.75581E+000	12.64200E+000	9.50500E-006	50.75581E+000
1,1,303	0.00000E+000	206.30000E-012	50.92415E+000	12.68400E+000	1.89800E-006	50.92415E+000
1,1,304	0.00000E+000	207.30000E-012	51.09240E+000	12.72600E+000	-7.04200E-006	51.09240E+000
1,1,305	0.00000E+000	207.00000E-012	51.26148E+000	12.76800E+000	-13.93500E-006	51.26148E+000
1,1,306	0.00000E+000	204.10000E-012	51.42979E+000	12.81000E+000	-13.67200E-006	51.42979E+000
1,1,307	3.30000E-006	238.90000E-012	51.59805E+000	12.85200E+000	-7.85600E-006	51.59805E+000
1,1,308	-700.00000E-009	231.30000E-012	51.76633E+000	12.89400E+000	-427.00000E-009	51.76633E+000
1,1,309	500.00000E-009	899.90000E-012	51.93462E+000	12.93600E+000	8.57500E-006	51.93462E+000
1,1,310	0.00000E+000	203.40000E-012	52.10288E+000	12.97800E+000	12.93300E-006	52.10288E+000
1,1,311	0.00000E+000	213.10000E-012	52.27115E+000	13.02000E+000	14.43700E-006	52.27115E+000
1,1,312	0.00000E+000	214.70000E-012	52.43943E+000	13.06200E+000	11.14400E-006	52.43943E+000
1,1,313	0.00000E+000	213.70000E-012	52.60771E+000	13.10400E+000	3.38700E-006	52.60771E+000
1,1,314	0.00000E+000	217.10000E-012	52.77596E+000	13.14600E+000	-4.97000E-006	52.77596E+000
1,1,315	0.00000E+000	218.10000E-012	52.94424E+000	13.18800E+000	-10.47700E-006	52.94424E+000
1,1,316	0.00000E+000	221.50000E-012	53.11250E+000	13.23000E+000	-14.84300E-006	53.11250E+000
1,1,317	0.00000E+000	223.80000E-012	53.30376E+000	13.27200E+000	13.80200E-006	53.30376E+000
1,1,318	0.00000E+000	225.60000E-012	53.47201E+000	13.31400E+000	13.58000E-006	53.47201E+000
1,1,319	0.00000E+000	229.90000E-012	53.64028E+000	13.35600E+000	8.65000E-006	53.64028E+000
1,1,320	0.00000E+000	230.60000E-012	53.81638E+000	13.39800E+000	-3.73400E-006	53.81638E+000
1,1,321	0.00000E+000	230.20000E-012	53.98464E+000	13.44000E+000	4.86400E-006	53.98464E+000
1,1,322	0.00000E+000	239.70000E-012	54.15288E+000	13.48200E+000	10.20000E-006	54.15288E+000
1,1,323	0.00000E+000	239.20000E-012	54.32117E+000	13.52400E+000	14.84300E-006	54.32117E+000
1,1,324	0.00000E+000	239.70000E-012	54.48942E+000	13.56600E+000	12.95300E-006	54.48942E+000
1,1,325	0.00000E+000	239.90000E-012	54.65767E+000	13.60800E+000	6.84300E-006	54.65767E+000
1,1,326	0.00000E+000	242.70000E-012	54.82594E+000	13.65000E+000	-944.00000E-009	54.82594E+000
1,1,327	0.00000E+000	245.20000E-012	54.99420E+000	13.69200E+000	-9.06700E-006	54.99420E+000
1,1,328	0.00000E+000	248.10000E-012	55.16246E+000	13.73400E+000	-13.53400E-006	55.16246E+000
1,1,329	0.00000E+000	252.00000E-012	55.33074E+000	13.77600E+000	-14.07900E-006	55.33074E+000
1,1,330	0.00000E+000	254.00000E-012	55.49899E+000	13.81790E+000	-9.75800E-006	55.49899E+000
1,1,331	0.00000E+000	258.30000E-012	55.66726E+000	13.86000E+000	-2.55500E-006	55.66726E+000
1,1,332	0.00000E+000	261.00000E-012	55.83554E+000	13.90190E+000	6.56100E-006	55.83554E+000
1,1,333	0.00000E+000	262.40000E-012	56.00378E+000	13.94400E+000	11.07100E-006	56.00378E+000
1,1,334	0.00000E+000	265.90000E-012	56.17203E+000	13.98600E+000	14.65000E-006	56.17203E+000
1,1,335	0.00000E+000	274.30000E-012	56.34031E+000	14.02800E+000	12.40300E-006	56.34031E+000
1,1,336	0.00000E+000	272.30000E-012	56.50857E+000	14.07000E+000	5.76800E-006	56.50857E+000
1,1,337	0.00000E+000	274.70000E-012	56.67683E+000	14.11200E+000	-2.27300E-006	56.67683E+000
1,1,338	0.00000E+000	279.80000E-012	56.84510E+000	14.15400E+000	-9.59600E-006	56.84510E+000
1,1,339	0.00000E+000	282.90000E-012	57.01337E+000	14.19600E+000	-13.76600E-006	57.01337E+000
1,1,340	0.00000E+000	286.20000E-012	57.18162E+000	14.23800E+000	-13.58300E-006	57.18162E+000
1,1,341	0.00000E+000	289.30000E-012	57.34991E+000	14.28000E+000	-8.63500E-006	57.34991E+000
1,1,342	0.00000E+000	292.80000E-012	57.51818E+000	14.32200E+000	-1.60100E-006	57.51818E+000
1,1,343	0.00000E+000	296.70000E-012	57.68643E+000	14.36400E+000	7.55700E-006	57.68643E+000
1,1,344	0.00000E+000	301.70000E-012	57.85472E+000	14.40600E+000	11.83100E-006	57.85472E+000
1,1,345	0.00000E+000	305.90000E-012	58.02301E+000	14.44800E+000	14.07300E-006	58.02301E+000
1,1,346	0.00000E+000	310.20000E-012	58.19123E+000	14.49000E+000	12.30800E-006	58.19123E+000
1,1,347	0.00000E+000	314.30000E-012	58.35952E+000	14.53200E+000	4.67800E-006	58.35952E+000
1,1,348	0.00000E+000	318.20000E-012	58.52779E+000	14.57400E+000	-3.81500E-006	58.52779E+000
1,1,349	0.00000E+000	323.00000E-012	58.69650E+000	14.61600E+000	-11.11200E-006	58.69650E+000
1,1,350	0.00000E+000	759.30000E-012	58.86479E+000	14.65800E+000	-14.52000E-006	58.86479E+000
1,1,351	-100.00000E-009	341.00000E-012	59.03306E+000	14.70000E+000	-12.51100E-006	59.03306E+000
1,1,352	0.00000E+000	334.10000E-012	59.20130E+000	14.74200E+000	-5.45100E-006	59.20130E+000
1,1,353	0.00000E+000	338.30000E-012	59.36959E+000	14.78400E+000	2.72300E-006	59.36959E+000
1,1,354	0.00000E+000	344.30000E-012	59.53786E+000	14.82600E+000	9.73500E-006	59.53786E+000
1,1,355	0.00000E+000	347.30000E-012	59.70611E+000	14.86800E+000	13.81400E-006	59.70611E+000
1,1,356	0.00000E+000	352.00000E-012	59.87438E+000	14.91000E+000	13.62400E-006	59.87438E+000
1,1,357	0.00000E+000	357.10000E-012	60.04266E+000	14.95200E+000	8.69800E-006	60.04266E+000
1,1,358	0.00000E+000	364.40000E-012	60.21090E+000	14.99400E+000	1.52100E-006	60.21090E+000
1,1,359	0.00000E+000	368.10000E-012	60.37918E+000	15.03600E+000	-7.41600E-006	60.37918E+000
1,1,360	0.00000E+000	374.30000E-012	60.54746E+000	15.07800E+000	-11.99200E-006	60.54746E+000
1,1,361	0.00000E+000	380.00000E-012	60.71572E+000	15.12000E+000	-14.27900E-006	60.71572E+000
1,1,362	0.00000E+000	388.90000E-012	60.88399E+000	15.16200E+000	-12.40800E-006	60.88399E+000
1,1,363	0.00000E+000	387.40000E-012	61.05227E+000	15.20400E+000	-4.68200E-006	61.05227E+000
1,1,364	0.00000E+000	394.20000E-012	61.22079E+000	15.24600E+000	5.10200E-006	61.22079E+000
1,1,365	0.00000E+000	399.00000E-012	61.38905E+000	15.28800E+000	10.32300E-006	61.38905E+000
1,1,366	0.00000E+000	404.30000E-012	61.55745E+000	15.33000E+000	14.80300E-006	61.55745E+000
1,1,367	0.00000E+000	408.90000E-012	61.72570E+000	15.37200E+000	12.74200E-006	61.72570E+000
1,1,368	0.00000E+000	417.80000E-012	61.89397E+000	15.41400E+000	5.95300E-006	61.89397E+000
1,1,369	0.00000E+000	421.70000E-012	62.06223E+000	15.45600E+000	-1.89100E-006	62.06223E+000
1,1,370	0.00000E+000	424.20000E-012	62.23050E+000	15.49800E+000	-9.39000E-006	62.23050E+000
1,1,371	0.00000E+000	425.00000E-012	62.39878E+000	15.54000E+000	-13.65900E-006	62.39878E+000
1,1,372	0.00000E+000	431.00000E-012	62.56712E+000	15.58200E+000	-13.68000E-006	62.56712E+000
1,1,373	0.00000E+000	433.70000E-012	62.73538E+000	15.62400E+000	-8.76900E-006	62.73538E+000
1,1,374	0.00000E+000	434.00000E-012	62.90366E+000	15.66600E+000	-1.79200E-006	62.90366E+000
1,1,375	0.00000E+000	435.00000E-012	63.07191E+000	15.70800E+000	7.35500E-006	63.07191E+000
1,1,376	0.00000E+000	434.90000E-012	63.24019E+000	15.75000E+000	11.71800E-006	63.24019E+000
1,1,377	0.00000E+000	434.40000E-012	63.40846E+000	15.79200E+000	14.35500E-006	63.40846E+000
1,1,378	0.00000E+000	432.60000E-012	63.57715E+000	15.83400E+000	10.26800E-006	63.57715E+000
1,1,379	0.00000E+000	430.30000E-012	63.74541E+000	15.87600E+000	2.90700E-006	63.74541E+000
1,1,380	0.00000E+000	427.00000E-012	63.91367E+000	15.91800E+000	-5.79800E-006	63.91367E+000
1,1,381	0.00000E+000	423.70000E-012	64.08194E+000	15.96000E+000	-10.76400E-006	64.08194E+000
1,1,382	0.00000E+000	419.70000E-012	64.25020E+000	16.00200E+000	-14.75900E-006	64.25020E+000
1,1,383	0.00000E+000	419.90000E-012	64.42001E+000	16.04400E+000	-5.91600E-006	64.42001E+000
1,1,384	0.00000E+000	432.40000E-012	64.58832E+000	16.08600E+000	2.19400E-006	64.58832E+000
1,1,385	0.00000E+000	406.50000E-012	64.75687E+000	16.12800E+000	9.93100E-006	64.75687E+000
1,1,386	0.00000E+000	402.90000E-012	64.92517E+000	16.17000E+000	14.18400E-006	64.92517E+000
1,1,387	0.00000E+000	398.70000E-012	65.09342E+000	16.21200E+000	13.56900E-006	65.09342E+000
1,1,388	0.00000E+000	395.20000E-012	65.26168E+000	16.25400E+000	7.85700E-006	65.26168E+000
1,1,389	0.00000E+000	390.60000E-012	65.42996E+000	16.29600E+000	505.00000E-009	65.42996E+000
1,1,390	0.00000E+000	385.90000E-012	65.59822E+000	16.33800E+000	-7.79900E-006	65.59822E+000
1,1,391	0.00000E+000	382.70000E-012	65.76647E+000	16.38000E+000	-12.54600E-006	65.76647E+000
1,1,392	0.00000E+000	379.40000E-012	65.93477E+000	16.42200E+000	-14.49300E-006	65.93477E+000
1,1,393	0.00000E+000	373.70000E-012	66.10305E+000	16.46390E+000	-11.68800E-006	66.10305E+000
1,1,394	0.00000E+000	369.70000E-012	66.27129E+000	16.50600E+000	-3.86500E-006	66.27129E+000
1,1,395	0.00000E+000	364.80000E-012	66.43958E+000	16.54800E+000	4.75200E-006	66.43958E+000
1,1,396	0.00000E+000	360.40000E-012	66.60785E+000	16.59000E+000	10.38600E-006	66.60785E+000
1,1,397	0.00000E+000	356.10000E-012	66.77611E+000	16.63200E+000	14.63800E-006	66.77611E+000
1,1,398	0.00000E+000	348.70000E-012	66.94440E+000	16.67400E+000	13.06200E-006	66.94440E+000
1,1,399	0.00000E+000	346.80000E-012	67.11266E+000	16.71600E+000	6.93200E-006	67.11266E+000
1,1,400	0.00000E+000	340.70000E-012	67.28091E+000	16.75800E+000	-677.00000E-009	67.28091E+000
1,1,401	0.00000E+000	336.20000E-012	67.44920E+000	16.80000E+000	-8.93700E-006	67.44920E+000
1,1,402	0.00000E+000	343.00000E-012	67.61749E+000	16.84200E+000	-13.38400E-006	67.61749E+000
1,1,403	0.00000E+000	334.80000E-012	67.78650E+000	16.88400E+000	-12.71100E-006	67.78650E+000
1,1,404	0.00000E+000	330.50000E-012	67.95479E+000	16.92600E+000	-6.24800E-006	67.95479E+000
1,1,405	0.00000E+000	329.70000E-012	68.12303E+000	16.96800E+000	1.45700E-006	68.12303E+000
1,1,406	0.00000E+000	325.50000E-012	68.29129E+000	17.01000E+000	9.17400E-006	68.29129E+000
1,1,407	0.00000E+000	323.20000E-012	68.45959E+000	17.05200E+000	13.59800E-006	68.45959E+000
1,1,408	0.00000E+000	313.70000E-012	68.62786E+000	17.09400E+000	13.98400E-006	68.62786E+000
1,1,409	0.00000E+000	305.00000E-012	68.79610E+000	17.13600E+000	9.78600E-006	68.79610E+000
1,1,410	0.00000E+000	317.60000E-012	68.96441E+000	17.17800E+000	2.46000E-006	68.96441E+000
1,1,411	0.00000E+000	313.80000E-012	69.13268E+000	17.22000E+000	-6.44900E-006	69.13268E+000
1,1,412	0.00000E+000	318.70000E-012	69.30092E+000	17.26200E+000	-11.14100E-006	69.30092E+000
1,1,413	0.00000E+000	315.10000E-012	69.46921E+000	17.30400E+000	-14.63900E-006	69.46921E+000
1,1,414	0.00000E+000	315.50000E-012	69.63747E+000	17.34600E+000	-12.55200E-006	69.63747E+000
1,1,415	0.00000E+000	319.10000E-012	69.80571E+000	17.38800E+000	-5.63600E-006	69.80571E+000
1,1,416	0.00000E+000	320.40000E-012	69.97398E+000	17.43000E+000	2.28000E-006	69.97398E+000
1,1,417	0.00000E+000	318.20000E-012	70.14225E+000	17.47200E+000	9.52300E-006	70.14225E+000
1,1,418	0.00000E+000	315.60000E-012	70.31069E+000	17.51400E+000	14.00400E-006	70.31069E+000
1,1,419	0.00000E+000	316.80000E-012	70.47894E+000	17.55600E+000	13.67200E-006	70.47894E+000
1,1,420	0.00000E+000	316.80000E-012	70.64723E+000	17.59800E+000	8.15200E-006	70.64723E+000
1,1,421	0.00000E+000	315.30000E-012	70.83687E+000	17.64000E+000	-14.37400E-006	70.83687E+000
1,1,422	0.00000E+000	344.80000E-012	71.00514E+000	17.68200E+000	-11.29600E-006	71.00514E+000
1,1,423	0.00000E+000	411.10000E-012	71.17341E+000	17.72400E+000	-3.49500E-006	71.17341E+000
1,1,424	0.00000E+000	365.00000E-012	71.35009E+000	17.76600E+000	-5.33200E-006	71.35009E+000
1,1,425	-5.20000E-006	841.50000E-012	71.51840E+000	17.80800E+000	-10.76200E-006	71.51840E+000
1,1,426	1.80000E-006	325.00000E-012	71.68665E+000	17.85000E+000	-14.77400E-006	71.68665E+000
1,1,427	-400.00000E-009	349.30000E-012	71.85492E+000	17.89200E+000	-12.54800E-006	71.85492E+000
1,1,428	0.00000E+000	352.00000E-012	72.02339E+000	17.93400E+000	-5.17300E-006	72.02339E+000
1,1,429	0.00000E+000	345.00000E-012	72.19164E+000	17.97600E+000	3.00000E-006	72.19164E+000
1,1,430	0.00000E+000	332.70000E-012	72.35992E+000	18.01800E+000	9.79700E-006	72.35992E+000
1,1,431	300.00000E-009	335.90000E-012	72.52828E+000	18.06000E+000	14.05800E-006	72.52828E+000
1,1,432	-1.50000E-006	1.13900E-009	72.69653E+000	18.10200E+000	13.70300E-006	72.69653E+000
1,1,433	1.10000E-006	852.30000E-012	72.86479E+000	18.14400E+000	7.98400E-006	72.86479E+000
1,1,434	0.00000E+000	324.00000E-012	73.03315E+000	18.18600E+000	149.00000E-009	73.03315E+000
